,close
2024-02-02,1134.9344482421875
2024-02-05,1098.1981201171875
2024-02-06,1118.4154052734375
2024-02-07,1118.661865234375
2024-02-08,1126.4036865234375
2024-02-09,1104.8056640625
2024-02-12,1103.2769775390625
2024-02-13,1102.438720703125
2024-02-14,1100.4661865234375
2024-02-15,1105.2493896484375
2024-02-16,1104.55908203125
2024-02-19,1126.4530029296875
2024-02-20,1128.1788330078125
2024-02-21,1124.1846923828125
2024-02-22,1119.8946533203125
2024-02-23,1110.229736328125
2024-02-26,1094.7462158203125
2024-02-27,1111.9556884765625
2024-02-28,1113.1883544921875
2024-02-29,1107.86279296875
2024-03-01,1113.13916015625
2024-03-04,1117.8729248046875
2024-03-05,1152.784912109375
2024-03-06,1177.242919921875
2024-03-07,1183.1602783203125
2024-03-11,1180.1029052734375
2024-03-12,1187.6475830078125
2024-03-13,1152.636962890625
2024-03-14,1178.1304931640625
2024-03-15,1203.180419921875
2024-03-18,1208.4073486328125
2024-03-19,1211.415283203125
2024-03-20,1214.8177490234375
2024-03-21,1203.969482421875
2024-03-22,1219.058349609375
2024-03-26,1196.37548828125
2024-03-27,1207.914306640625
2024-03-28,1211.661865234375
2024-04-01,1200.56689453125
2024-04-02,1191.5924072265625
2024-04-03,1208.8017578125
2024-04-04,1190.211669921875
2024-04-05,1174.5802001953125
2024-04-08,1188.09130859375
2024-04-09,1187.8447265625
2024-04-10,1212.4508056640625
2024-04-12,1208.6539306640625
2024-04-15,1207.667724609375
2024-04-16,1199.6793212890625
2024-04-18,1248.2996826171875
2024-04-19,1271.2291259765625
2024-04-22,1279.6612548828125
2024-04-23,1323.843505859375
2024-04-24,1317.9755859375
2024-04-25,1320.243896484375
2024-04-26,1307.718994140625
2024-04-29,1314.080078125
2024-04-30,1304.070068359375
2024-05-02,1286.0716552734375
2024-05-03,1259.7890625
2024-05-06,1265.706298828125
2024-05-07,1268.41845703125
2024-05-08,1270.8345947265625
2024-05-09,1257.8658447265625
2024-05-10,1283.2115478515625
2024-05-13,1268.22119140625
2024-05-14,1266.593994140625
2024-05-15,1291.8409423828125
2024-05-16,1326.5557861328125
2024-05-17,1325.9146728515625
2024-05-21,1325.766845703125
2024-05-22,1329.3170166015625
2024-05-23,1355.1065673828125
2024-05-24,1369.357421875
2024-05-27,1365.2645263671875
2024-05-28,1352.14794921875
2024-05-29,1358.114501953125
2024-05-30,1358.1639404296875
2024-05-31,1353.8245849609375
2024-06-03,1371.92138671875
2024-06-04,1281.7816162109375
2024-06-05,1325.81591796875
2024-06-06,1351.7041015625
2024-06-07,1405.6007080078125
2024-06-10,1406.3897705078125
2024-06-11,1407.5731201171875
2024-06-12,1418.5694580078125
2024-06-13,1406.09375
2024-06-14,1407.7210693359375
2024-06-18,1408.6578369140625
2024-06-19,1373.1541748046875
2024-06-20,1362.108642578125
2024-06-21,1396.527587890625
2024-06-24,1400.225830078125
2024-06-25,1395.4427490234375
2024-06-26,1439.3785400390625
2024-06-27,1455.453857421875
2024-06-28,1424.1414794921875
2024-07-01,1433.954345703125
2024-07-02,1399.3875732421875
2024-07-03,1400.275146484375
2024-07-04,1403.4310302734375
2024-07-05,1409.9893798828125
2024-07-08,1415.3642578125
2024-07-09,1415.7586669921875
2024-07-10,1425.127685546875
2024-07-11,1418.12548828125
2024-07-12,1413.490478515625
2024-07-15,1417.7803955078125
2024-07-16,1446.281982421875
2024-07-18,1463.1956787109375
2024-07-19,1441.5975341796875
2024-07-22,1445.1971435546875
2024-07-23,1445.4930419921875
2024-07-24,1435.1376953125
2024-07-25,1429.1712646484375
2024-07-26,1493.5216064453125
2024-07-29,1460.92724609375
2024-07-30,1450.078857421875
2024-07-31,1470.9866943359375
2024-08-01,1484.744384765625
2024-08-02,1473.2056884765625
2024-08-05,1445.4930419921875
2024-08-06,1423.6484375
2024-08-07,1429.7969970703125
2024-08-08,1439.7637939453125
2024-08-09,1451.961669921875
2024-08-12,1446.50732421875
2024-08-13,1447.59814453125
2024-08-14,1459.4986572265625
2024-08-16,1471.25048828125
2024-08-19,1457.4658203125
2024-08-20,1437.1357421875
2024-08-21,1451.317138671875
2024-08-22,1474.0272216796875
2024-08-23,1494.2581787109375
2024-08-26,1501.0018310546875
2024-08-27,1510.12548828125
2024-08-28,1543.4468994140625
2024-08-29,1552.9178466796875
2024-08-30,1575.8758544921875
2024-09-02,1558.322509765625
2024-09-03,1547.6617431640625
2024-09-04,1548.950927734375
2024-09-05,1534.372802734375
2024-09-06,1526.48876953125
2024-09-09,1529.860595703125
2024-09-10,1564.7686767578125
2024-09-11,1564.7191162109375
2024-09-12,1633.097412109375
2024-09-13,1620.8994140625
2024-09-16,1621.89111328125
2024-09-17,1647.97314453125
2024-09-18,1641.179931640625
2024-09-19,1651.04736328125
2024-09-20,1697.55859375
2024-09-23,1735.937744140625
2024-09-24,1742.0863037109375
2024-09-25,1745.8052978515625
2024-09-26,1756.41650390625
2024-09-27,1720.2191162109375
2024-09-30,1695.3768310546875
2024-10-01,1684.61669921875
2024-10-03,1659.5760498046875
2024-10-04,1627.2960205078125
2024-10-07,1648.2706298828125
2024-10-08,1643.708740234375
2024-10-09,1664.1875
2024-10-10,1664.1875
2024-10-11,1673.4105224609375
2024-10-14,1681.54248046875
2024-10-15,1703.012939453125
2024-10-16,1719.574462890625
2024-10-17,1687.0465087890625
2024-10-18,1693.69091796875
2024-10-21,1678.517822265625
2024-10-22,1678.22021484375
2024-10-23,1671.82373046875
2024-10-24,1664.53466796875
2024-10-25,1652.1878662109375
2024-10-28,1649.559814453125
2024-10-29,1623.5274658203125
2024-10-30,1619.80859375
2024-10-31,1599.2305908203125
2024-11-01,1603.048583984375
2024-11-04,1578.0576171875
2024-11-05,1565.314208984375
2024-11-06,1585.5450439453125
2024-11-07,1562.7357177734375
2024-11-08,1556.8846435546875
2024-11-11,1547.6121826171875
2024-11-12,1542.7528076171875
2024-11-13,1537.5958251953125
2024-11-14,1537.6453857421875
2024-11-18,1524.25732421875
2024-11-19,1512.8526611328125
2024-11-21,1512.505615234375
2024-11-22,1556.2896728515625
2024-11-25,1565.6612548828125
2024-11-26,1564.1737060546875
2024-11-27,1564.5704345703125
2024-11-28,1547.46337890625
2024-11-29,1613.6600341796875
2024-12-02,1629.9735107421875
2024-12-03,1607.11474609375
2024-12-04,1570.966796875
2024-12-05,1601.957763671875
2024-12-06,1584.6029052734375
2024-12-09,1589.263916015625
2024-12-10,1565.5621337890625
2024-12-11,1572.85107421875
2024-12-12,1597.1976318359375
2024-12-13,1667.8072509765625
2024-12-16,1648.7664794921875
2024-12-17,1601.908203125
2024-12-18,1588.619384765625
2024-12-19,1587.0325927734375
2024-12-20,1565.0166015625
2024-12-23,1573.74365234375
2024-12-24,1570.7685546875
2024-12-26,1586.2392578125
2024-12-27,1586.5863037109375
2024-12-30,1573.74365234375
2024-12-31,1574.586669921875
2025-01-01,1582.470703125
2025-01-02,1596.3546142578125
2025-01-03,1585.5946044921875
2025-01-06,1575.28076171875
2025-01-07,1577.660888671875
2025-01-08,1585.941650390625
2025-01-09,1593.7266845703125
2025-01-10,1602.5032958984375
2025-01-13,1583.958251953125
2025-01-14,1586.834228515625
2025-01-15,1594.123291015625
2025-01-16,1616.6846923828125
2025-01-17,1614.007080078125
2025-01-20,1627.5439453125
2025-01-21,1612.6683349609375
2025-01-22,1618.2218017578125
2025-01-23,1622.4366455078125
2025-01-24,1631.1636962890625
2025-01-27,1589.3134765625
2025-01-28,1604.932861328125
2025-01-29,1587.1812744140625
2025-01-30,1627.147216796875
2025-01-31,1612.8170166015625
2025-02-01,1609.7923583984375
2025-02-03,1638.6510009765625
2025-02-04,1647.675537109375
2025-02-05,1646.683837890625
2025-02-06,1606.3212890625
2025-02-07,1662.8487548828125
2025-02-10,1679.013671875
2025-02-11,1682.6829833984375
2025-02-12,1697.3603515625
2025-02-13,1700.3848876953125
2025-02-14,1702.814697265625
2025-02-17,1661.65869140625
2025-02-18,1655.0638427734375
2025-02-19,1631.560302734375
2025-02-20,1629.8743896484375
2025-02-21,1625.65966796875
2025-02-24,1588.0242919921875
2025-02-25,1627.7918701171875
2025-02-27,1636.71728515625
2025-02-28,1557.18212890625
2025-03-03,1582.5699462890625
2025-03-04,1562.2894287109375
2025-03-05,1604.833740234375
2025-03-06,1613.412109375
2025-03-07,1617.1805419921875
2025-03-10,1617.428466796875
2025-03-11,1649.1630859375
2025-03-12,1629.229736328125
2025-03-13,1618.965576171875
2025-03-17,1625.560546875
2025-03-18,1625.560546875
2025-03-19,1623.5770263671875
2025-03-20,1691.1124267578125
2025-03-21,1711.4921875
2025-03-24,1704.5501708984375
2025-03-25,1716.153076171875
2025-03-26,1724.136474609375
2025-03-27,1710.401123046875
2025-03-28,1719.0291748046875
2025-04-01,1709.8558349609375
2025-04-02,1740.0533447265625
2025-04-03,1731.524658203125
2025-04-04,1728.9957275390625
2025-04-07,1672.666748046875
2025-04-08,1706.1368408203125
2025-04-09,1701.3271484375
2025-04-11,1742.0367431640625
2025-04-15,1783.886962890625
2025-04-16,1807.489501953125
2025-04-17,1873.438232421875
2025-04-21,1867.7855224609373
2025-04-22,1836.8441162109373
2025-04-23,1866.0003662109373
2025-04-24,1830.298828125
2025-04-25,1802.13427734375
2025-04-28,1806.6962890625
2025-04-29,1808.6796875
2025-04-30,1849.042236328125
2025-05-02,1832.8773193359373
2025-05-05,1850.52978515625
2025-05-06,1885.2396240234373
2025-05-07,1881.074462890625
2025-05-08,1859.35595703125
2025-05-09,1833.07568359375
2025-05-12,1855.2900390625
2025-05-13,1805.506103515625
2025-05-14,1818.993408203125
2025-05-15,1851.7197265625
2025-05-16,1798.9608154296875
2025-05-19,1803.2252197265625
2025-05-20,1793.9031982421875
2025-05-21,1807.390380859375
2025-05-22,1816.2166748046875
2025-05-23,1816.5140380859373
2025-05-26,1832.083984375
2025-05-27,1828.513916015625
2025-05-28,1840.7117919921875
2025-05-29,1848.149658203125
2025-05-30,1840.8109130859373
2025-06-02,1838.7283935546875
2025-06-03,1826.0345458984373
2025-06-04,1859.851806640625
2025-06-05,1863.2236328125
2025-06-06,1854.6949462890625
2025-06-09,1849.63720703125
2025-06-10,1841.7034912109373
2025-06-11,1844.77783203125
2025-06-12,1828.910400390625
2025-06-13,1825.1419677734373
2025-06-16,1845.8687744140625
2025-06-17,1839.422607421875
2025-06-18,1850.4306640625
2025-06-19,1861.4385986328125
2025-06-20,1920.6435546875
2025-06-23,1920.2469482421875
2025-06-24,1917.5693359375
2025-06-25,1949.303955078125
2025-06-26,1997.600341796875
2025-06-27,2010.2940673828125
2025-06-30,1992.939208984375
2025-07-01,2002.657958984375
2025-07-02,2016.4427490234373
2025-07-03,2002.558837890625
2025-07-04,2000.4761962890625
2025-07-07,2017.037841796875
2025-07-08,2013.1700439453125
2025-07-09,2002.9554443359373
2025-07-10,1948.213134765625
2025-07-11,1905.96630859375
2025-07-14,1904.974609375
2025-07-15,1918.164306640625
2025-07-16,1920.54443359375
2025-07-17,1913.9000244140625
2025-07-18,1901.0
2025-07-21,1909.199951171875
2025-07-22,1906.800048828125
2025-07-23,1943.800048828125
2025-07-24,1936.0999755859373
2025-07-25,1937.9000244140625
2025-07-28,1890.300048828125
2025-07-29,1918.300048828125
2025-07-30,1932.5999755859373
2025-07-31,1914.300048828125
2025-08-01,1884.4000244140625
2025-08-04,1914.5999755859373
2025-08-05,1931.800048828125
2025-08-06,1929.699951171875
2025-08-07,1922.5999755859373
2025-08-08,1858.5999755859373
2025-08-11,1857.4000244140625
2025-08-12,1850.300048828125
2025-08-13,1867.4000244140625
2025-08-14,1873.800048828125
2025-08-18,1892.300048828125
2025-08-19,1909.699951171875
2025-08-20,1928.4000244140625
2025-08-21,1929.9000244140625
2025-08-22,1933.300048828125
2025-08-25,1930.699951171875
2025-08-26,1904.699951171875
2025-08-28,1881.0999755859373
2025-08-29,1888.800048828125
2025-09-01,1900.5999755859373
2025-09-02,1887.199951171875
2025-09-03,1883.9000244140625
2025-09-04,1880.4000244140625
2025-09-05,1895.300048828125
2025-09-08,1887.699951171875
2025-09-09,1893.699951171875
2025-09-10,1891.4000244140625
2025-09-11,1913.0
2025-09-12,1902.5999755859373
2025-09-15,1904.5
2025-09-16,1939.5
2025-09-17,1941.300048828125
2025-09-18,1941.0999755859373
2025-09-19,1962.4000244140625
2025-09-22,1956.199951171875
2025-09-23,1938.699951171875
2025-09-24,1931.0999755859373
2025-09-25,1935.5999755859373
2025-09-26,1916.5999755859373
2025-09-29,1902.199951171875
2025-09-30,1878.4000244140625
2025-10-01,1867.5999755859373
2025-10-03,1896.699951171875
2025-10-06,1903.0999755859373
2025-10-07,1929.0
2025-10-08,1943.5
2025-10-09,1942.0
2025-10-10,1939.9000244140625
2025-10-13,1954.9000244140625
2025-10-14,1946.5999755859373
2025-10-15,1968.5
2025-10-16,1967.4000244140625
2025-10-17,2012.0
2025-10-20,2051.5
2025-10-21,2043.5
2025-10-23,2007.9000244140625
2025-10-24,2029.300048828125
2025-10-27,2080.10009765625
2025-10-28,2090.199951171875
2025-10-29,2100.60009765625
2025-10-30,2066.300048828125
2025-10-31,2054.5
2025-11-03,2074.0
2025-11-04,2113.300048828125
2025-11-06,2094.89990234375
2025-11-07,2001.199951171875
2025-11-10,2019.800048828125
2025-11-11,2042.300048828125
2025-11-12,2073.800048828125
2025-11-13,2091.800048828125
2025-11-14,2100.699951171875
2025-11-17,2112.199951171875
2025-11-18,2149.199951171875
2025-11-19,2159.800048828125
2025-11-20,2158.300048828125
2025-11-21,2162.699951171875
2025-11-24,2152.10009765625
2025-11-25,2161.60009765625
2025-11-26,2126.800048828125
2025-11-27,2115.60009765625
2025-11-28,2101.60009765625
2025-12-01,2089.699951171875
2025-12-02,2104.0
2025-12-03,2086.0
2025-12-04,2103.800048828125
2025-12-05,2108.800048828125
2025-12-08,2086.199951171875
2025-12-09,2089.699951171875
2025-12-10,2067.0
2025-12-11,2053.199951171875
2025-12-12,2083.39990234375
2025-12-15,2069.699951171875
2025-12-16,2102.0
2025-12-17,2108.0
2025-12-18,2092.0
2025-12-19,2097.699951171875
2025-12-22,2147.60009765625
2025-12-23,2122.89990234375
2025-12-24,2123.699951171875
2025-12-26,2105.39990234375
2025-12-29,2081.60009765625
2025-12-30,2099.800048828125
2025-12-31,2105.60009765625
2026-01-01,2110.39990234375
2026-01-02,2106.300048828125
2026-01-05,2105.0
2026-01-06,2105.300048828125
2026-01-07,2084.199951171875
2026-01-08,2066.300048828125
2026-01-09,2027.0999755859373
2026-01-12,2044.0
2026-01-13,2026.9000244140625
2026-01-14,2022.5
2026-01-15,2022.5
2026-01-16,2016.4000244140625
2026-01-19,2010.0
2026-01-20,1996.0
2026-01-21,1996.0999755859373
2026-01-22,2002.199951171875
2026-01-23,1984.699951171875
2026-01-27,1973.4000244140625
2026-01-28,1957.699951171875
2026-01-29,1967.9000244140625
2026-01-30,1968.699951171875
2026-02-02,1965.4000244140625
2026-02-03,1997.300048828125
2026-02-04,2025.800048828125
2026-02-05,1992.4000244140625
2026-02-06,2038.4000244140625
2026-02-09,2038.199951171875
2026-02-10,2011.300048828125
2026-02-11,2012.0999755859373
2026-02-12,2014.5
2026-02-13,2004.699951171875
2026-02-16,2029.4000244140625
2026-02-17,2020.300048828125
2026-02-18,2021.800048828125
2026-02-19,1988.5999755859373
2026-02-20,1977.4000244140625
2026-02-23,1997.300048828125
2026-02-24,1941.0
2026-02-25,1913.4000244140625
2026-02-26,1929.5999755859373
2026-02-27,1879.300048828125
2026-03-02,1873.199951171875
2026-03-04,1905.9000244140625
2026-03-05,1907.0
2026-03-06,1870.800048828125
2026-03-09,1866.699951171875
2026-03-10,1850.4000244140625
2026-03-11,1807.0
2026-03-12,1801.300048828125
2026-03-13,1803.4000244140625
2026-03-16,1788.800048828125
2026-03-17,1827.0
2026-03-18,1855.4000244140625
2026-03-19,1827.0
2026-03-20,1846.0999755859373
2026-03-23,1795.9000244140625
2026-03-24,1802.0999755859373
2026-03-25,1834.9000244140625
2026-03-27,1843.9000244140625
2026-03-30,1782.4000244140625
2026-04-01,1781.9000244140625
2026-04-02,1789.699951171875
2026-04-06,1792.800048828125
2026-04-07,1830.300048828125
2026-04-08,1861.5999755859373
2026-04-09,1859.4000244140625
2026-04-10,1870.0
2026-04-13,1870.9000244140625
2026-04-15,1855.699951171875
2026-04-16,1840.5999755859373
2026-04-17,1846.9000244140625
2026-04-20,1846.0999755859373
2026-04-21,1855.0
2026-04-22,1829.0
2026-04-23,1841.199951171875
2026-04-24,1814.5
2026-04-27,1820.0999755859373
2026-04-28,1843.800048828125
2026-04-29,1888.0999755859373
2026-04-30,1886.800048828125
2026-05-01,1886.800048828125
2026-05-04,1827.0999755859373
2026-05-05,1806.0999755859373
2026-05-06,1833.699951171875
2026-05-07,1826.5999755859373
2026-05-08,1834.5
2026-05-11,1759.800048828125
2026-05-12,1756.800048828125
2026-05-13,1789.199951171875
2026-05-14,1883.5
2026-05-15,1905.4000244140625
2026-05-18,1938.0999755859373
2026-05-19,1913.5
2026-05-20,1904.9000244140625
2026-05-21,1885.300048828125
2026-05-22,1871.4000244140625
2026-05-25,1874.800048828125
2026-05-26,1846.9000244140625
2026-05-27,1852.199951171875
2026-05-28,1852.199951171875
2026-05-29,1829.0
2026-06-01,1810.5999755859375
2026-06-02,1814.199951171875
2026-06-03,1824.0999755859375
2026-06-04,1818.9000244140625
2026-06-05,1798.199951171875
2026-06-08,1813.300048828125
2026-06-09,1799.0
2026-06-10,1775.199951171875
2026-06-11,1782.5999755859375
